nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo,cliente_id
Anthony Da Paz,lopesjoaquim@hotmail.com,,1977-12-09,618.98,,True,172f59dc-42af-4e89-9b0e-8099bdca25d0
Thomas Rocha,fernandeslevi@vieira.net,,1999-10-31,164.0,,True,aec005e8-9b83-4ef0-b8db-60324f591e52
Caio Porto,fda-mota@cunha.net,44,1996-06-13,767.9,557-D,True,5e7371b4-b02c-46ee-9a9d-ad20ff661eab
Pedro Henrique Gomes,onascimento@da.br,,1975-10-05,98981.0,,False,639dd18d-bf49-4b0c-9f20-989eca017cd2
Paulo Moura,cda-rocha@almeida.br,,2015-06-11,27599.0,664-O,True,cb08da71-4000-4f4f-a8a2-1688168082e4
Laura Vieira,ana-beatrizviana@uol.com.br,,2000-03-02,506.92,402-Z,True,219dbc50-d825-4850-99d4-7b10be0ba7af
Kaique Porto,marcelamoreira@da.com,,,413.6,,False,2fe6a729-5a58-4304-aa41-9a7419e52f97
Yasmin Mendes,rribeiro@gmail.com,,2019-01-23,70.79,626-C,False,e664271a-2ac2-4e3d-a712-6795b47b5e4b
Davi Luiz Souza,levi71@hotmail.com,61,1954-02-10,38142.0,,False,69f8dfde-45ce-48ac-8a06-430985cad220
Thales Cavalcanti,wcosta@ig.com.br,55,1983-12-17,65802.0,626-J,True,42e0daaa-a2da-488d-9756-4e7a7cb4f776
Maria Eduarda Moreira,"E-mail ""email_invalido@.com"" inválido",,2001-10-05,572.73,,True,7c4db1c8-30ec-44ac-be82-7a1881468391
Maria Cecília Mendes,mmelo@hotmail.com,,1935-08-23,870853.0,454,True,dbee06ed-57a4-4642-b3db-9a9069d77f38
Isis Silveira,enricojesus@alves.br,66,,758228.0,,True,f0dad756-1cb8-4654-8e4c-df497202264b
Maria Fernanda Peixoto,fariasyago@hotmail.com,48,1970-07-23,921.0,,,5a078114-a1d8-4ecd-9603-8664a80c59e7
Pedro Viana,maria19@bol.com.br,,2001-09-27,263.78,599,True,d05daf32-7105-4fbc-972a-088fddcc2a6a
Juliana Almeida,evelyn13@ig.com.br,43,1953-12-14,730572.0,,False,db02075e-6ae4-4f7c-ac0e-e3e18161f3ad
Carolina Teixeira,fribeiro@peixoto.net,,,736.29,953-A,False,944fc801-44ca-49f0-89e2-6691c60bb3fd
André Ribeiro,larissabarros@castro.br,,,92189.0,800-L,True,aa571637-90ae-444e-8ec8-12db75ffa562
Danilo Costa,amartins@da.com,,1995-05-26,775.41,700-M,True,823ce3aa-49b3-426b-97bf-2cddba7b95be
Maria Clara Da Costa,marcos-viniciuspinto@da.org,,,587.21,,True,d61d4b40-0815-4450-9f6f-20c735d75fd6
Bruna Nunes,"E-mail ""email_invalido@.com"" inválido",56,,465.7,,True,ca24e84d-2144-40ec-8cc2-f08198c4669a
Lucas Gabriel Gonçalves,cavalcantimaite@campos.net,,1967-05-23,85199.0,,False,d36cc1d2-0ddb-4a5d-8d48-7a8deaa6e94e
Juliana Da Rosa,freitasenrico@silveira.br,,1941-03-01,130038.0,,True,f1ce1f9b-1960-4951-949f-c6d5717e3f18
Vinicius Costa,erickrodrigues@ig.com.br,20,1934-05-10,66272.0,,True,384a0de3-3a65-4431-9926-304f9ffcc00d
Guilherme Gomes,joao-felipemoreira@gmail.com,,1952-01-18,781935.0,665,True,0137e258-2073-4b72-a950-333efb6566cc
Vinicius Da Rocha,zda-costa@bol.com.br,,1995-04-23,833484.0,690,False,bbfff43b-3d8f-4ac0-ac9e-f47763e299b7
Pietro Rocha,isabella12@hotmail.com,,1981-04-23,770561.0,,True,dca5e8b3-4051-4ef6-9a11-8ab18493e327
Luiz Otávio Castro,beatrizcastro@barros.br,63,,924714.0,,True,88a184e3-44ab-42de-b294-cfa627de5fa7
Luiz Fernando Costa,ufernandes@uol.com.br,19,,970.13,,True,f19e2d3b-7acf-4e38-89aa-ff4f2dd439c2
Rafaela Nunes,rezendecarlos-eduardo@rocha.br,,,4949.0,105,,65b42c84-2491-40de-bb7c-00b65f3f8217
Luiz Gustavo Barros,novaesana-beatriz@barros.br,,1985-10-03,56874.0,898,True,28660ea8-83cd-4aa4-aac2-a528f3167e0e
Joaquim Carvalho,stella75@costela.com,,1982-12-02,64644.0,,False,78f2ab56-ef92-478d-b391-bdc3b17fcf28
Laura Ribeiro,icosta@hotmail.com,68,1997-12-03,32832.0,,False,e2ca438d-483b-4b14-9857-7a834fa3a4dc
Natália Carvalho,benicio16@souza.com,24,,1421.0,720,True,80ca13d0-5d90-4c29-82f4-9c7b90c70922
Caio Nascimento,barbosaluiza@jesus.com,,,698498.0,376-N,True,637b857e-2c9f-4f55-b8c1-ae4cf8a68ceb
Miguel Jesus,jsilveira@ig.com.br,,2006-10-22,967933.0,740,True,af7d51e0-e3d9-4970-ad02-234128528e5d
Ana Lívia Oliveira,souzaluiz-miguel@rezende.org,,1974-02-26,335319.0,,True,9dcdd10f-cf5e-48e4-bce8-d3b47136ecaa
Miguel Da Mata,ana-juliada-cunha@yahoo.com.br,69,,21455.0,,False,b4f5f440-c1d2-4d76-9bea-36b037553ad2
Isabelly Costela,arthur12@alves.br,,,53683.0,761-B,False,aa58e419-2c85-4d9b-bb3f-15a459527f12
Emanuella Porto,bruna35@pereira.org,,,192.51,396,True,6a7a68b9-fff4-482e-a7d8-933f9de898f6
Samuel Porto,nascimentovitor@uol.com.br,,2007-12-31,833.78,365-U,True,b21d491f-1095-4f6e-87ef-91edaecc6876
Vicente Viana,moreiraleonardo@da.com,23,1993-11-04,19092.0,927,True,e9baa3a6-6f9f-4abf-b8b6-404c836dd622
Mirella Freitas,davi-luizcavalcanti@hotmail.com,,1976-11-14,50903.0,,False,cea252f9-357a-4020-beca-b3646b5860b2
Rebeca Gomes,brenda78@yahoo.com.br,,1994-02-10,699.63,411,False,b33f3246-e1d8-495d-b802-eb608191379b
Isis Fogaça,davi-lucca97@yahoo.com.br,45,,76896.0,,False,46af0d7a-4c68-4eb8-b173-69e3a99c221b
Caroline Azevedo,ramosenzo-gabriel@araujo.org,,,12032.0,180,False,d5190aa5-f726-4782-b939-785a9661ac61
Cauê Carvalho,otaviorocha@carvalho.com,27,1997-11-15,347231.0,984,True,5b19c4dd-13bd-4022-9be2-11cb5ca6d3ea
Erick Araújo,ribeiroeduardo@das.br,,2017-04-25,676.12,,True,c31e9516-e080-411a-bdb3-9be114c4fb82
Emanuel Martins,vitoria56@da.br,,,497055.0,659,True,32b55815-0815-47a0-b845-cf2107043f4c
Felipe Souza,camposstella@almeida.com,36,1980-07-31,2473.0,,True,375abe46-f495-4594-b7cb-0939db43ca87
Stella Moreira,maria88@ig.com.br,,2004-08-18,38227.0,,True,fb2a8d76-3ab8-4f73-bbd3-4a18d6e5cfd9
Davi Farias,fernanda45@da.br,,2015-10-21,59857.0,,False,f17145be-9ebe-44f4-9bd3-0575ff90f173
Luana Da Rocha,heitorcardoso@freitas.org,,1960-01-08,29448.0,338-M,False,99e947a7-4eda-40f0-97be-f47042a1eca7
Luna Araújo,caldeiraandre@da.com,,2005-03-09,786125.0,,False,6d71c239-9876-4e29-bb90-b0a9be1b7628
João Vitor Da Luz,martinsana@nascimento.com,,2014-12-27,144.14,198-O,True,1fb596f6-841a-4f01-b459-289da8aaf4d6
Francisco Fogaça,ycarvalho@gomes.br,,1977-09-06,697198.0,959,True,c1477ecd-f956-4eb7-bffc-2c2581012ae2
Sarah Ramos,claricedias@bol.com.br,,1990-11-02,73532.0,592,True,34ea0fc3-c406-47b9-9507-eb4e36f03875
Erick Rocha,barrosemanuella@carvalho.br,,1973-02-07,337.0,197-O,True,bca109b4-739b-4de2-9e71-93a433826c6f
Cecília Castro,carvalholaura@uol.com.br,,2000-01-27,51.64,,True,67367825-a5cd-4bb1-a7f9-ee6ffe439652
Manuela Dias,gustavo-henriqueporto@hotmail.com,,1990-10-07,954.48,618-D,False,e19550b0-b1b1-47fa-a433-96b20e4f91e3
Diogo Moraes,qribeiro@yahoo.com.br,,1949-07-21,528358.0,809,True,0aa3e48a-d4a1-40d7-8a07-87281455fde6
Mirella Nogueira,caua42@ferreira.com,,1936-04-13,651331.0,508-O,True,72e551a2-8c8a-46c1-845c-627a088d042b
Agatha Melo,diogo58@duarte.org,41,1956-06-26,893.33,471,True,30c42913-8f62-43f6-b431-64af460e0a8f
Joana Sales,oduarte@uol.com.br,,2016-12-29,149287.0,,True,25b5ac08-8085-4b05-b779-64266fab7050
Luiza Alves,gmelo@gmail.com,,,46153.0,,True,bd68ceb2-ad63-497c-90c8-71b15da4227d
João Lucas Gonçalves,omonteiro@santos.org,,1992-08-05,64460.0,827,False,86b1a7be-063f-4f73-a545-96a78271f440
Davi Luiz Gomes,vmelo@ig.com.br,,1989-12-01,563177.0,531,True,3e65118b-0e21-4b77-97a4-cb34fd0274f6
Lucas Moreira,elisada-luz@mendes.br,47,1968-11-30,77374.0,604-T,False,5514ec41-71e3-4a16-9371-8af4537f08fd
Cauê Alves,sophie83@ribeiro.com,34,1963-09-17,121017.0,697-C,True,2e27551e-1a43-427c-8757-883a8e9004a1
Eloah Da Cunha,emilly10@gmail.com,,1955-01-07,90346.0,,False,d2f73a52-3d46-472d-a640-41b7cbf952aa
Luiz Felipe Moura,nmoreira@bol.com.br,,1962-08-20,716.0,,True,375ba373-06fe-4de9-83a2-3ae69ee2fa50
Agatha Nunes,emanuella88@yahoo.com.br,34,1971-05-22,96043.0,852-T,True,7c0d15dd-c790-4ae7-871e-7daafbbc9fd0
Raquel Gomes,leonardobarros@yahoo.com.br,35,1993-09-05,67464.0,510-X,True,7de5e0cd-e618-4622-88d6-3e1cf83152b4
Stephany Gomes,camposmaria-julia@araujo.com,,1993-08-20,208.19,740,False,f864355b-6b9a-4e37-8ca6-9834165fd307
Nina Costela,luiz-gustavojesus@ig.com.br,59,1995-07-23,36354.0,210,,74f48fcd-ed3e-42fb-b0be-e3ebe9562cef
Erick Sales,da-rosamarcela@yahoo.com.br,,,780083.0,405,True,88eca61b-e91c-4f48-99ba-032831ffceda
Laís Campos,portomaria-cecilia@aragao.br,,2001-03-10,46186.0,158,True,f3687970-f7c9-47ef-8a39-435197b4add3
Davi Lucca Moura,rodrigo14@ig.com.br,,,251.0,,False,c63424ee-2ccc-4369-ac08-c8fb9bd55663
Lucas Gabriel Lima,yasmin04@ferreira.com,33,,321314.0,110,True,db1ebf6a-a687-4c58-a8aa-8120ec2b337f
Evelyn Peixoto,salesjoaquim@gmail.com,,1967-08-14,80.48,,False,89230714-63fc-4a16-b2a7-bd525f80b3ed
Isis Da Cruz,cnovaes@yahoo.com.br,44,2007-04-09,993.8,,False,d08bea98-3848-46ff-a4c7-2b1737ed52a3
Yuri Freitas,maite84@hotmail.com,,1997-04-16,978.95,,False,37db8379-81d5-420a-bf76-9d76062df744
Isabella Moreira,martinscarolina@bol.com.br,,1988-03-14,19278.0,,False,0decee67-f9d6-4c5a-9864-948638c1056c
Ana Beatriz Araújo,ana-luiza62@uol.com.br,35,1938-03-05,984.2,,False,d4e572b9-6166-4cd7-8916-5444d8155397
João Guilherme Sales,silveiramaria-vitoria@bol.com.br,,1959-02-26,1898.0,,True,3ccf8b47-8349-4f8d-9e9d-1080f5e1037d
Stephany Fogaça,piresandre@yahoo.com.br,,,617.73,,False,2689cc48-b749-4a54-baa9-7b0432b20d01
Catarina Ramos,teixeiragiovanna@hotmail.com,,1981-10-31,553.7,,False,900f9017-a2c5-46a6-9557-0036bc3c29f2
Helena Oliveira,xlopes@lopes.com,,1958-01-01,878239.0,,True,16881381-c451-40e9-aa8b-64b0b53bb9b7
Pedro Henrique Fernandes,maria-juliafernandes@ig.com.br,39,2003-11-01,790.83,891-T,False,b42cd5ab-526d-40f7-ba91-5a96c0712c68
Davi Fernandes,clara67@hotmail.com,24,,359.36,,False,e9118279-7edb-4ab0-9b5b-b958f0003b56
Ana Júlia Ferreira,crodrigues@hotmail.com,,1992-07-13,87506.0,,False,5de1ed99-201c-477c-a38d-467999f60871
Marcelo Da Cunha,gustavo-henrique10@bol.com.br,,1997-04-13,502.13,,True,8eca3ee8-81b0-45db-a27b-194fe0b81ef5
Ana Vitória Da Mata,emanuellyfreitas@hotmail.com,,1943-02-19,35723.0,,True,8b617036-19e6-4981-8e4e-32ee47a22681
Maitê Cunha,glopes@uol.com.br,65,2001-12-27,164226.0,,False,a148db68-bf28-4b22-8590-6ec41e0a2e02
Thiago Ferreira,talmeida@hotmail.com,,1999-09-04,70143.0,952-J,True,745c8eea-c9ce-4158-a68a-1c882ecf8291
Yago Ferreira,maitenovaes@alves.net,,2022-07-31,397.6,339-D,True,79e5d3b9-f705-4efa-a0c5-36ab3d64930f
Davi Lucca Pires,fernando55@gmail.com,57,,340.54,128,True,993a0c4b-16fd-44b3-b404-2e3ce3b8be98
Lucas Gabriel Rodrigues,"E-mail ""email_invalido@.com"" inválido",28,1949-05-25,748358.0,,True,32ed3c5b-66cf-4f4f-a8be-c3564baf3145
Sophia Ribeiro,bnascimento@pereira.br,,1996-07-24,36665.0,831,False,deadf3bf-d3ca-4cfc-a0f2-cf8b1b67f2b4
Samuel Da Rocha,souzalavinia@da.br,,,517314.0,821-Y,False,68ac3d6c-5ba1-44ad-99db-31bc9e684661
Maria Fernanda Da Luz,dcostela@yahoo.com.br,,,297337.0,,,9d9fce99-c641-4339-bf6d-eb967a8d9aa8
Yasmin Pereira,zsilva@correia.br,61,,399.33,,False,a22610c9-8cf6-431b-b719-3506bfe9edbc
Stephany Nunes,silvalorenzo@bol.com.br,58,1983-03-31,805.96,,True,abdb1369-2e03-4d7d-9f67-435370b4dd41
João Vitor Mendes,juliana44@farias.com,42,2018-01-02,769.39,,False,937a5c0d-76de-419c-b455-4f6e08a5ce67
Benício Farias,knogueira@gmail.com,26,1977-05-10,568339.0,864-B,False,5d099db0-9d09-460b-aaae-70a7a1ed585c
Lavínia Da Conceição,"E-mail ""email_invalido@.com"" inválido",,1965-05-14,533375.0,,,bedf921d-e9e5-4ed8-a86c-0f5a64beb963
João Miguel Costa,tpinto@campos.br,,,8063.0,,,b09f3f8b-082a-4bab-93a7-9f859ae7a74e
Miguel Ramos,laviniasilva@pinto.br,41,1985-12-12,153.8,,False,ec86d297-a8b4-494f-b338-202b708e4302
Manuela Das Neves,lais65@gmail.com,,1974-04-30,191331.0,,False,46ca9904-3762-4d7c-87ee-5c12d83c9ec2
Nina Moreira,larissa76@moraes.com,,2021-07-19,95651.0,,False,4d60b009-2f7f-4570-81b6-23a703cbe659
Samuel Da Mata,da-rochamaite@uol.com.br,58,2003-03-09,99813.0,,True,12c899cd-0ddf-4dca-ba83-8e0f3ce74faf
João Guilherme Fogaça,rodriguesalexia@uol.com.br,23,1949-01-07,554466.0,,False,0e1c4c9e-6fa4-4282-8b89-53f0102854da
Milena Da Cruz,kazevedo@bol.com.br,40,2011-01-24,141388.0,,False,448a129b-0f57-40b9-9610-692d6b085493
Emanuel Costela,esther86@gmail.com,40,,759884.0,546,False,1f7f13be-470a-4206-8f79-b225234b5681
Maria Cecília Farias,gabrieldias@gmail.com,,1957-05-07,397.51,883,False,7bf930f8-6ee9-45fb-b1a7-93e3d9d057fe
Davi Lucca Gomes,nogueirasabrina@gmail.com,60,1974-09-20,75823.0,740,,63711496-1e22-4d9d-bd25-283efcf721f5
Eduardo Da Mata,"E-mail ""email_invalido@.com"" inválido",31,1991-02-09,280.43,593-W,False,ecf0606c-fec1-47e3-9d30-70f7be1dbc1d
Evelyn Castro,noahlima@hotmail.com,,1997-01-20,967.44,,True,862c4b96-aff0-44db-97e9-3a0ff05f8b16
Guilherme Rezende,fernanda26@uol.com.br,54,1996-08-11,488.3,,False,e9af0f2f-0fb9-4e68-a853-e2b6aee893b5
Isabella Gonçalves,hfogaca@ig.com.br,,1983-04-16,3542.0,,False,286e029f-3787-4f42-895f-fe428fea7178
Daniela Dias,"E-mail ""email_invalido@.com"" inválido",,1992-09-13,857.49,,True,09eae104-a652-4d30-b065-8409b0611324
Maria Alice Das Neves,mendesbenjamin@azevedo.com,69,1971-07-25,78152.0,265-F,False,64382d70-5a2e-4e51-b593-ef11181d36a6
Alexandre Da Rosa,isis37@aragao.com,,,58874.0,111,True,6dd13501-7928-4c4d-b0ef-32dada689872
Raul Lopes,martinsalexia@aragao.com,,1976-07-31,82241.0,163,True,f2339762-e1fe-4d11-b199-188a1ece97f0
Joaquim Duarte,fmelo@ig.com.br,62,1957-11-28,919637.0,,False,e02a4fb7-b5a0-40ab-b3b4-dd8d9ebbb738
Beatriz Pires,luanamelo@yahoo.com.br,48,1972-05-22,621.27,,True,ae1f129f-6ed0-48f5-9297-4b4822d9747c
Gustavo Lopes,"E-mail ""email_invalido@.com"" inválido",,2000-05-19,227.78,,True,140635b6-017c-4cdd-bfd6-a9d625e37ca4
Ana Laura Alves,"E-mail ""email_invalido@.com"" inválido",,2024-07-30,460729.0,,True,939904f8-37b7-402c-9e47-ea09b4a2b034
Luigi Gomes,yasminda-cunha@bol.com.br,,,60179.0,,False,0771517f-74eb-432a-80ee-24ba447a9da4
Gustavo Henrique Lima,"E-mail ""email_invalido@.com"" inválido",70,1995-02-05,970651.0,,False,77f00dae-e83c-4f34-b39c-bf5a2b72aaad
Gabrielly Da Mota,theo89@bol.com.br,,,834.99,,True,a2d42dc1-a24c-476e-89af-ca6cf772d957
Davi Luiz Costela,carvalhocaroline@castro.com,,2020-03-15,3745.0,,False,7fee6b70-93ae-4019-b01d-ff7e80b9690a
Rafael Barbosa,paulopereira@uol.com.br,,1993-10-17,558.4,,True,49369953-148e-4a52-96de-5b4ecf7c0ee5
Fernando Moura,erickda-luz@pires.org,63,2010-05-31,456022.0,243,False,e099482d-2f47-42cf-9e90-a01d1c3fb5f6
Pedro Miguel Silveira,fernandanunes@dias.com,47,2007-10-25,248.92,,False,5795dc5b-02c9-49cd-93b2-4be1a01e4aeb
Nina Correia,igorsales@fogaca.com,,1999-09-12,683.17,,False,23ffd475-3265-4cac-8646-efaf6247d0f2
Júlia Da Cunha,heloisapeixoto@moreira.net,,2017-11-11,525.89,,True,d5c16f33-0ab5-4d94-8395-96f8e5c3c63f
João Miguel Pinto,"E-mail ""email_invalido@.com"" inválido",,1947-11-08,592927.0,,True,3fba9a5d-46f8-41ab-80b7-a33faf29d990
Alexandre Alves,cardosomaite@martins.org,,1961-05-06,633.88,,False,e1d152c5-32c9-461b-9015-5f5653aeabea
Anthony Lima,marcelo69@campos.net,40,,7384.0,,False,b4812cc2-e6e9-47fc-8d5a-533a61f1a9ea
Enzo Gabriel Correia,ealves@da.net,,1979-12-30,180.49,214,True,8dc61a6c-049a-49fb-a52c-7c10b181e683
Ana Lívia Melo,luiz-gustavocardoso@uol.com.br,,2007-08-05,81949.0,655,False,3e00394e-38a1-48a6-ba98-7ef212ddd109
Larissa Cunha,jlopes@novaes.net,48,2022-01-31,51447.0,,True,515fa587-5831-429e-b8e2-72bde935a085
Davi Luiz Da Cruz,paulo66@duarte.com,,1941-02-04,727.27,425-G,False,217ecb74-b7d6-4333-8073-1b2e32cd362b
Thiago Alves,freitasemilly@gmail.com,,1977-02-06,44484.0,,True,77477d00-cfac-45ba-9e10-072d954a5cbc
Catarina Araújo,thomas13@gmail.com,,2005-11-25,89648.0,,True,623ae4ee-548e-4615-a676-fb4d1298aad0
Helena Da Luz,yasmincosta@pereira.com,,1982-08-07,766652.0,,False,a4e699e9-bdc0-4829-8cac-fc03a651fe96
Ana Lívia Da Mata,"E-mail ""email_invalido@.com"" inválido",,2005-12-24,865.18,478-A,False,01efb757-61f0-47d2-b33a-0ffa95f24b6e
Luiz Gustavo Farias,maria-juliasantos@gmail.com,,1972-07-23,863977.0,964,False,ff46f1e9-b06e-4aa0-8680-1353e9d76f25
Lucca Nascimento,duartedavi@goncalves.br,,1980-04-23,473.27,,True,5e083a8b-8b7c-44f3-a450-71f05fae07ca
Bryan Nogueira,souzagustavo@nunes.br,21,1936-02-27,505.4,,False,02b2c62d-93ab-4579-bf48-97bfc05fb138
Ana Sophia Moraes,qporto@ig.com.br,,1986-11-22,41703.0,,False,1ecbae4e-4331-4603-b5dc-37c9eda090cf
Alexia Freitas,alana93@ferreira.org,33,,81116.0,455,True,b29407fa-89c8-4d42-acb1-d1ca6bc2c044
Maria Luiza Freitas,fjesus@ig.com.br,,1991-05-06,362777.0,502-Y,False,04034ed0-4c6c-451a-aaad-cf010181e3f0
Maria Barros,lpeixoto@ig.com.br,,1961-11-25,689.76,730-H,False,05fcdc07-342c-4690-a4b9-9fc6c0cc9533
Benício Monteiro,ribeirokevin@porto.org,,,24545.0,,True,42b34ea3-ba35-4f9d-bb91-322e5af69d60
Diogo Gonçalves,tfarias@barbosa.br,22,2002-07-04,7294.0,421-R,True,4f568ed7-f668-4838-8439-ee0f94774b81
Yasmin Almeida,azevedomaria-fernanda@rocha.com,,,116.19,176-Q,True,13a6a79f-f36d-43ec-b5bb-e07c0a704846
Marina Fogaça,igor42@gmail.com,66,1981-04-07,54075.0,,True,083297c7-67ae-4e8d-b867-116f7359d40e
Milena Costela,ateixeira@ig.com.br,,2021-01-21,81178.0,,False,b7cabb7e-20e2-4f46-924e-a9fb42047385
Davi Porto,lgomes@dias.com,24,,257.0,,False,6adaccc3-3b01-4841-8d78-39905652efc0
João Pedro Castro,julianamartins@da.com,,,22716.0,,True,36efb62a-f1fe-41a0-bfdb-b50aff670ee0
Pedro Miguel Da Rosa,yagoferreira@moreira.br,,2017-07-02,20613.0,583,False,419b5491-404c-43a6-8d4c-fa932ab6769d
Maria Luiza Santos,wmendes@araujo.com,59,1989-07-16,584.22,521,True,5f1c1a3d-f172-452e-adb8-51b655101751
Thomas Da Mata,rochastephany@uol.com.br,33,,769.13,,False,8ac4b913-6fe8-4c1e-aa02-3af6bc941a90
Ana Júlia Oliveira,ana-luizaferreira@gmail.com,,1947-12-13,64018.0,,True,700f0298-a768-4535-ab53-a504d4adbaaf
Ian Ramos,juliagomes@moreira.org,,1962-11-18,253673.0,,True,72bf85ec-f0ee-409e-85be-aebbe7883362
Davi Lucca Dias,barrosisaac@oliveira.com,,1963-08-27,53485.0,,,ed7c8263-73f7-4e02-ad3c-a17871555d1e
Camila Lopes,"E-mail ""email_invalido@.com"" inválido",,,291751.0,,False,483869d6-eb2c-47a5-a584-fa9e2041b70a
Clarice Mendes,sofia96@ig.com.br,32,1959-05-23,635.2,,True,dbf57470-1009-4528-b97b-c10a2eccf693
Eduardo Da Mota,davi-lucasaragao@hotmail.com,,,924.3,149-C,False,0dc8b793-1e04-41e1-9f20-19d5ba17610d
Caroline Da Luz,ana-livianogueira@dias.com,,1937-04-22,939595.0,,True,ea4cd097-e82f-4bf4-a01e-a8852ff893d9
Antônio Aragão,"E-mail ""email_invalido@.com"" inválido",,1994-02-17,529.15,743-W,,8c63d3b2-848c-49a0-ae47-5cec499efe36
Vitor Gabriel Da Rosa,danielaaraujo@moreira.org,,1993-01-11,82911.0,487-P,False,751006f6-59a4-4068-adc9-534c0d3b8cbc
Leonardo Barbosa,eramos@moura.org,,,802987.0,,True,596436b1-d4e2-4a92-9d3f-092894f6ff93
Maria Luiza Pinto,carvalhoandre@araujo.net,,2004-03-18,267536.0,886,True,1432fbd7-8d74-471e-bab7-28c9ff0d5778
Yago Da Mata,cunhadavi-luiz@uol.com.br,,,994039.0,,True,d4d53b9e-ea0e-4006-a9ba-0261ad8a7809
Kamilly Sales,"E-mail ""email_invalido@.com"" inválido",,1970-02-24,88851.0,,True,e5f74bc7-a6ab-41f9-8453-c632b7127054
Catarina Nogueira,ana-sophia65@da.com,20,2000-06-20,78453.0,311,False,2508de67-de7c-4bf3-9bd9-5ab8835298af
Murilo Pereira,eramos@yahoo.com.br,49,1971-04-27,53012.0,,True,a5909a0f-5cec-4bdb-9c17-864e345b4d58
Lavínia Da Mota,luiz-miguel57@da.br,,,782.73,,True,9aa8f7b6-7708-4d61-9475-336167877c31
Ana Lívia Nascimento,eloah83@hotmail.com,,1942-10-01,228.55,,True,01d488c5-583d-4e38-94c7-f9c3ed1b99c2
Juliana Nascimento,laisaraujo@fogaca.com,,1957-10-22,788669.0,,False,3b3fe021-168d-4e06-9404-d849c06996cd
Maria Clara Da Costa,"E-mail ""email_invalido@.com"" inválido",,1961-05-31,659099.0,,True,c36cf585-d543-4a20-9189-b1ba5f1aa44d
Samuel Da Mota,ana-lauraoliveira@hotmail.com,,1960-05-18,914.0,897-R,False,f76ae1c0-4b1a-46a6-87f5-735630e9aa4c
Marcelo Gomes,vieiraluiz-otavio@da.com,,1990-07-06,862437.0,388,True,4d0ac2fa-58da-4036-bfce-6f581c25feaa
Vicente Fogaça,jnogueira@ig.com.br,53,1938-03-01,92715.0,,False,4e472b8a-7f3d-4d16-8017-f6d81deed73d
Henrique Nogueira,luiz-miguel66@porto.net,56,,2423.0,397,,b0fb6151-e46f-455e-ac2e-323cb934f965
Sarah Almeida,maria-alicecarvalho@monteiro.com,,2000-08-03,296.59,939,False,3bcdcd37-bd93-40c0-8802-637a29093fe9
Davi Lucas Da Conceição,thiago74@rezende.net,,1983-01-31,806.27,,,d6ec2fee-0960-4115-8ab6-56ef934ec84d
Bruna Duarte,danielanogueira@hotmail.com,,2018-07-20,2654.0,,True,2cd7aac6-1787-4a03-9358-60a3b79722f6
João Pedro Da Cruz,larissada-cunha@gmail.com,,1935-01-11,877279.0,,True,494b6844-3e51-4fef-b1e2-a7957af24d25
Pedro Almeida,correiajoao-guilherme@hotmail.com,,1997-04-18,52117.0,373,True,66508c6a-504f-4e6b-851b-1e102add8771
Fernanda Farias,benicioda-conceicao@ig.com.br,42,2000-09-29,573747.0,814,False,f60d5e6e-15eb-45c0-916e-e7ce56e9ead6
Rafael Barros,ada-rocha@rocha.br,,,286.4,,False,c2120d2f-c603-4406-af87-038b02d24762
Juan Fernandes,joao-felipeda-conceicao@peixoto.com,63,2018-02-17,26.24,,True,9a524f06-e301-4016-a46d-c5f617477dfd
Vitor Hugo Da Paz,elima@vieira.com,,1960-12-09,679.76,907-Q,,ceb39a0e-622c-4031-8d1b-41f4a715a70b
Carlos Eduardo Fernandes,bruna01@cardoso.org,,1938-08-01,81985.0,799-S,False,f7ad32b8-3547-4754-a9db-6851c13b2bc5
Marcelo Vieira,hda-costa@hotmail.com,,1975-01-17,31816.0,104-H,True,525c0c1f-75b5-4d09-b719-fa5dc4ca44eb
Theo Nogueira,moraesbruno@ig.com.br,,1955-01-17,95042.0,,False,ab8f9ce5-0121-43b3-9dc2-860efd799348
Marcos Vinicius Almeida,correiapedro-lucas@silveira.com,55,1989-07-02,7979.0,,False,0d6911ed-3c27-44e9-afea-85203bb8551c
Laura Azevedo,santosnatalia@silveira.br,,1996-09-14,17143.0,814,False,322f0d2b-57fa-48f0-ab11-264b90463a8c
Mirella Santos,wcorreia@da.org,,1955-10-20,943049.0,,False,7eb58efd-c35c-4fbf-ba14-477a53d14487
Lucca Costa,maysa27@gomes.net,,1943-08-20,201.87,,False,f3e17f3c-f370-41ab-8dce-7e63110ce758
Fernanda Freitas,eoliveira@uol.com.br,,1945-06-19,8041.0,903,False,2a41b82c-8d69-494d-8a33-072f8147e6f2
Vicente Almeida,davi-lucasnovaes@hotmail.com,,1957-03-07,269783.0,757-V,True,d45cf58b-cc65-4b0c-8bec-6947d739f925
Heloísa Da Cunha,joao-guilherme53@melo.org,59,1941-01-08,18586.0,,True,792010ef-b018-45de-81c1-83aa9b58791a
Augusto Cardoso,csantos@silveira.com,28,1943-06-28,780.1,,True,1aff06bf-910a-48e2-bf61-c4ef9abe3ac8
Bernardo Pereira,rvieira@gmail.com,32,2005-12-03,317.43,381,,0739a55a-5a49-47a4-a179-ce23587e1316
